"id","sku","slug","name","category_id","category_name","category_slug","short_description","description","price","old_price","rating_avg","rating_count","stock_quantity","is_active","tags","primary_image_url","primary_image_filename","image_count","local_folder","local_image_files","created_at","updated_at"
"32","PTS-M11","jym-pre-jym-high-performance-30serv","Pre-JYM High Performance 30 servings","2","Pre-Workout","pre-workout","Công thức thiết kế hoàn hảo minh bạch bởi Dr. Jim Stoppani","Pre-JYM là pre-workout đầu tiên đưa ra nguyên tắc full-disclosure label với 13 thành phần ở liều lâm sàng. Không prop blend, không chất độn. Khoa học và hiệu quả.","1100000.00","1250000.00","4.70","580","50","1","","/uploads/products/image-32.jpg","1.jpg","1","032_jym-pre-jym-high-performance-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"33","PTS-M12","5-nutrition-kill-it-30serv","Kill It Pre-Workout Rich Piana 30 servings","2","Pre-Workout","pre-workout","Thúc đẩy sức bền thể lực tối ưu theo phong cách chiến binh","Kill It là triết lý ""chỉ cho 5% những ai thực sự chiến"" – pre-workout với Citrulline Malate, Beta-Alanine, Agmatine và Caffeine thiết kế cho buổi tập khắc nghiệt nhất.","820000.00","950000.00","4.40","430","50","1","","/uploads/products/image-33.jpg","1.jpg","1","033_5-nutrition-kill-it-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"34","PTS-M13","gaspari-superpump-max-30serv","SuperPump Max Gaspari 30 servings","2","Pre-Workout","pre-workout","Cung cấp năng lượng điện giải dồi dào, chống khô mỏi mệt cơ","SuperPump Max từ Gaspari Nutrition chứa L-Citrulline Silicate và hệ điện giải Sustamine® giúp duy trì hiệu suất và chống mệt mỏi suốt buổi tập.","780000.00","890000.00","4.30","320","50","1","","/uploads/products/image-34.jpg","1.jpg","1","034_gaspari-superpump-max-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"35","PTS-M14","blackstone-labs-dust-x-25serv","Dust X Extreme Stimulant 25 servings","2","Pre-Workout","pre-workout","Sản phẩm năng lượng cường độ cực mạnh chuyên sâu tập gym","Dust X là sản phẩm kích thích cực mạnh từ Blackstone Labs, chứa DMHA và Synephrine HCl tạo ra tăng kích động tuyệt đối. Chỉ dành cho người có kinh nghiệm.","890000.00","990000.00","4.30","260","50","1","","/uploads/products/image-35.jpg","1.jpg","1","035_blackstone-labs-dust-x-25serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"36","PTS-M15","huge-supplements-wrecked-20serv","Wrecked Pre-Workout Huge Supps 20 serv","2","Pre-Workout","pre-workout","Liều lượng kích thích khổng lồ giúp nâng cao thể lực đẩy tạ nặng","Wrecked sử dụng 17 thành phần ở liều lượng khổng lồ: Citrulline 8g, HydroPrime Glycerol 3g, Beta-Alanine 3.5g và Caffeine 250mg. Pre-workout không thỏa hiệp.","1150000.00","1300000.00","4.60","310","50","1","","/uploads/products/image-36.jpg","1.jpg","1","036_huge-supplements-wrecked-20serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"37","PTS-M16","gnc-beyond-raw-lit-30serv","Lit Pre-Workout Beyond Raw 30 servings","2","Pre-Workout","pre-workout","Cung cấp năng lượng sạch chuẩn hóa phòng thí nghiệm y tế GNC","LIT của GNC Beyond Raw sử dụng NeuroFactor™ (chiết xuất vỏ quả cà phê) và ElevATP® (chiết xuất cổ đại) tăng sản xuất ATP nội tế bào, cho năng lượng sạch không crash.","920000.00","1050000.00","4.50","490","50","1","","/uploads/products/image-37.jpg","1.jpg","1","037_gnc-beyond-raw-lit-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"38","PTS-M17","evl-engn-shred-30serv","ENGN Shred Pre-Workout EVL 30 servings","2","Pre-Workout","pre-workout","Công thức tác động kép tăng năng lượng đồng thời đốt mỡ sinh nhiệt","ENGN Shred là pre-workout kết hợp chất đốt mỡ sinh nhiệt CLA 500mg, L-Carnitine 500mg với năng lượng từ Caffeine 210mg. Giải pháp 2-in-1 cho giai đoạn siết.","750000.00","850000.00","4.40","420","50","1","","/uploads/products/image-38.jpg","1.jpg","1","038_evl-engn-shred-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"39","PTS-M18","gat-sport-nitraflex-30serv","Nitraflex Hyperemia GAT Sport 30 serv","2","Pre-Workout","pre-workout","Thúc đẩy oxit nitric giãn mạch máu tối đa vận chuyển dinh dưỡng","Nitraflex là pre-workout độc đáo với Clinical Strength Testosterone-Enhancing Compound (DOPA Mucuna 300mg) kết hợp Citrulline/Arginine 7g tăng NO mạnh.","760000.00","860000.00","4.40","380","50","1","","/uploads/products/image-39.jpg","1.jpg","1","039_gat-sport-nitraflex-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"40","PTS-M19","alani-nu-pre-workout-30serv","Alani Nu Pre-Workout 30 servings","2","Pre-Workout","pre-workout","Công thức năng lượng tinh tế êm dịu phù hợp thể hình cho cả nam nữ","Alani Nu Pre-Workout với 200mg Caffeine, L-Citrulline Malate 6g và Beta-Alanine 1.6g phù hợp cả nam lẫn nữ. Không chứa nhân tạo, hương vị trái cây tự nhiên thơm ngon.","880000.00","980000.00","4.60","1200","50","1","","/uploads/products/image-40.jpg","1.jpg","1","040_alani-nu-pre-workout-30serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"41","PTS-M20","ryse-godzilla-preworkout-40serv","Ryse Godzilla Pre-Workout 40 servings","2","Pre-Workout","pre-workout","Phiên bản Godzilla năng lượng khổng lồ phá vỡ mọi rào cản tập tạ","Godzilla Pre-Workout của Ryse là sản phẩm khổng lồ với full scoop chứa Citrulline 9g, Beta-Alanine 3.5g và Caffeine 400mg. 40 servings ở liều toàn phần cực kỳ kinh tế.","1350000.00","1550000.00","4.70","680","50","1","","/uploads/products/image-41.jpg","1.jpg","1","041_ryse-godzilla-preworkout-40serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"42","PTS-M21","aps-mesomorph-ultimate-25serv","APS Mesomorph Ultimate Pre-Workout 25serv","2","Pre-Workout","pre-workout","Công thức năng lượng kinh điển đưa buổi tập lên tầm cao mới","Mesomorph được mệnh danh là ""pre-workout kinh điển nhất mọi thời đại"" với DMAA (lúc còn hợp pháp) thay thế bằng DMHA thế hệ mới. Tập trung cực kỳ cao và pump đỉnh.","950000.00","1050000.00","4.50","240","50","1","","/uploads/products/image-42.jpg","1.jpg","1","042_aps-mesomorph-ultimate-25serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"43","PTS-S01","quest-nutrition-protein-bar-60g","Quest Nutrition Protein Bar 60g","3","Protein Bars & Cookies","protein-bars-cookies","Thanh đạm ăn kiêng bán chạy nhất thế giới giàu xơ ít carb tinh","Quest Bar cung cấp 21g protein, 14g chất xơ và chỉ 4-5g net carb. Sử dụng protein blend Milk/Whey Isolate. Hương vị phong phú như chocolate chip cookie hay cookies & cream.","65000.00","75000.00","4.70","8900","200","1","","/uploads/products/image-43.jpg","1.jpg","1","043_quest-nutrition-protein-bar-60g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"44","PTS-S02","grenade-carb-killa-60g","Grenade Carb Killa Protein Bar 60g","3","Protein Bars & Cookies","protein-bars-cookies","Bánh đạm nướng tinh tế cấu trúc nhiều lớp giòn tan ít đường","Carb Killa là thanh protein số 1 Châu Âu với vỏ sô-cô-la thật, nhân kem xốp nhiều lớp. 23g protein, chỉ 1-2g đường. Hương vị như bánh ngọt thật sự.","70000.00","80000.00","4.80","6200","200","1","","/uploads/products/image-44.jpg","1.jpg","1","044_grenade-carb-killa-60g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"45","PTS-S03","barebells-protein-bar-55g","Barebells Protein Bar Thụy Điển 55g","3","Protein Bars & Cookies","protein-bars-cookies","Bánh xốp dinh dưỡng protein không thêm đường vị ngon chuẩn Châu Âu","Barebells từ Thụy Điển nổi tiếng với hương vị đỉnh cao không thua gì kẹo chocolate thật. 20g protein, 0g thêm đường. Các hương vị Salty Peanut và Cookies Cream được yêu thích.","68000.00","78000.00","4.80","4100","200","1","","/uploads/products/image-45.jpg","1.jpg","1","045_barebells-protein-bar-55g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"46","PTS-S04","myprotein-impact-protein-bar-64g","MyProtein Impact Protein Bar 64g","3","Protein Bars & Cookies","protein-bars-cookies","Thanh đạm 3 lớp bổ vị caramel béo ngậy ít calo","Impact Bar của MyProtein có lớp nền đạm chắc, lớp giữa caramel mềm mịn và lớp sô-cô-la phủ bên ngoài. 21g protein, giá cực kỳ cạnh tranh trong phân khúc UK.","62000.00","72000.00","4.50","2300","200","1","","/uploads/products/image-46.jpg","1.jpg","1","046_myprotein-impact-protein-bar-64g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"47","PTS-S05","musclepharm-combat-crunch-63g","Combat Crunch Protein Bar MusclePharm 63g","3","Protein Bars & Cookies","protein-bars-cookies","Bánh quy protein nướng đạt nhiều chứng nhận danh giá thể hình","Combat Crunch có kết cấu giòn xốp độc đáo nhờ công nghệ nướng đặc biệt. 20g protein/bar, chứng nhận Informed-Sport, không dùng rượu đường hay HFCS.","65000.00","75000.00","4.60","3400","200","1","","/uploads/products/image-47.jpg","1.jpg","1","047_musclepharm-combat-crunch-63g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"48","PTS-S06","bsn-protein-crisp-syntha6-57g","BSN Protein Crisp Syntha-6 Bar 57g","3","Protein Bars & Cookies","protein-bars-cookies","Thanh đạm giòn xốp như cốm gạo nhẹ bụng dễ hấp thụ sau tập","Protein Crisp của BSN có kết cấu giòn xốp nhờ Puffed Quinoa và Rice Crisps. 20g protein từ Syntha-6 matrix, ít carb, ít mỡ. Nhẹ nhàng và dễ ăn sau tập.","65000.00","75000.00","4.40","1800","200","1","","/uploads/products/image-48.jpg","1.jpg","1","048_bsn-protein-crisp-syntha6-57g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"49","PTS-S07","robert-irvine-fit-crunch-bar-46g","Robert Irvine Fit Crunch Bar 46g","3","Protein Bars & Cookies","protein-bars-cookies","Bánh đạm thiết kế bởi đầu bếp Mỹ Robert Irvine hương vị thượng hạng","Fit Crunch do Chef Robert Irvine tạo ra với kết cấu wafer 6 lớp độc đáo tẩm sô-cô-la. 16g protein, 8 hương vị như Peanut Butter, Cookies & Cream siêu ngon.","60000.00","70000.00","4.50","1500","200","1","","/uploads/products/image-49.jpg","1.jpg","1","049_robert-irvine-fit-crunch-bar-46g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"50","PTS-S08","one-brands-protein-bar-60g","ONE Brands ONE Protein Bar 60g","3","Protein Bars & Cookies","protein-bars-cookies","Cung cấp 20g đạm tinh khiết, hàm lượng đường cực thấp chỉ 1g","ONE Bar nổi bật với 20g protein và chỉ 1g đường – một trong những tỷ lệ protein-đường tốt nhất thị trường. Hơn 15 hương vị đa dạng, phù hợp chế độ keto và low-carb.","65000.00","75000.00","4.60","2700","200","1","","/uploads/products/image-50.jpg","1.jpg","1","050_one-brands-protein-bar-60g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"51","PTS-C01","on-micronized-creatine-powder-600g","Optimum Nutrition Micronized Creatine 600g","4","Creatine","creatine","Creatine tinh khiết 100% giúp tăng sức mạnh và kích thước cơ bắp","Cung cấp 5g Creatine Monohydrate nguyên chất mỗi khẩu phần, không mùi, dễ dàng pha trộn với whey protein hoặc thức uống yêu thích.","650000.00","750000.00","4.80","1500","100","1","","/uploads/products/image-51.jpg","1.jpg","1","051_on-micronized-creatine-powder-600g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"52","PTS-C02","muscletech-platinum-creatine-400g","MuscleTech Platinum 100% Creatine 400g","4","Creatine","creatine","Hỗ trợ tăng cơ nạc, phục hồi nhanh chóng","Sử dụng công nghệ siêu vi lọc (micronized) giúp Creatine hòa tan cực tốt và hấp thu tối đa vào cơ bắp, không gây đầy bụng.","450000.00","550000.00","4.70","1200","150","1","","/uploads/products/image-52.jpg","1.jpg","1","052_muscletech-platinum-creatine-400g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"53","PTS-C03","rule-1-r1-creatine-375g","Rule 1 R1 Creatine 375g","4","Creatine","creatine","100% Creatine Monohydrate chuẩn y tế","Sản phẩm từ hãng Rule 1 cung cấp nguồn Creatine sạch, không tạp chất, giúp tái tạo ATP nhanh chóng trong các bài tập tạ nặng.","420000.00","490000.00","4.60","850","80","1","","/uploads/products/image-53.jpg","1.jpg","1","053_rule-1-r1-creatine-375g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"54","PTS-C04","mutant-creakong-cx8-249g","Mutant Creakong CX8 249g","4","Creatine","creatine","Phức hợp 3 loại Creatine cao cấp nhất","Kết hợp Creatine Monohydrate, Creatine Magnalite và Creatine Chelated giúp đẩy lùi sự mệt mỏi, tổng hợp protein nhanh hơn gấp 3 lần.","550000.00","620000.00","4.50","640","60","1","","/uploads/products/image-54.jpg","1.jpg","1","054_mutant-creakong-cx8-249g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"55","PTS-C05","myprotein-creatine-monohydrate-250g","MyProtein Creatine Monohydrate 250g","4","Creatine","creatine","Giải pháp tăng sức mạnh tiết kiệm và hiệu quả","Sản phẩm quốc dân từ MyProtein, thuần chay, không hương liệu, độ tinh khiết cao đáp ứng nhu cầu tập luyện hàng ngày.","250000.00","300000.00","4.40","3200","200","1","","/uploads/products/image-55.jpg","1.jpg","1","055_myprotein-creatine-monohydrate-250g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"56","PTS-C06","cellucor-cor-performance-creatine-360g","Cellucor COR-Performance Creatine 360g","4","Creatine","creatine","Tối ưu hóa sức bền và khối lượng tạ","Mỗi serving chứa 5g Creatine siêu mịn, giúp bạn đẩy tạ nặng hơn và kéo dài thời gian tập luyện cường độ cao.","480000.00","560000.00","4.50","420","50","1","","/uploads/products/image-56.jpg","1.jpg","1","056_cellucor-cor-performance-creatine-360g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"57","PTS-C07","dymatize-creatine-micronized-500g","Dymatize Creatine Micronized 500g","4","Creatine","creatine","Sản xuất theo tiêu chuẩn Creapure Đức","Sử dụng nguồn nguyên liệu Creapure® nguyên chất từ Đức, đảm bảo không lẫn tạp chất, tối ưu cho việc tích nước trong tế bào cơ.","680000.00","780000.00","4.80","930","40","1","","/uploads/products/image-57.jpg","1.jpg","1","057_dymatize-creatine-micronized-500g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"58","PTS-C08","bpi-sports-best-creatine-300g","BPI Sports Best Creatine 300g","4","Creatine","creatine","Pha trộn 6 loại Creatine khác nhau","Công thức Best Creatine™ độc quyền kết hợp 6 dạng creatine giúp cơ thể hấp thu toàn diện mà không cần giai đoạn ""loading"".","520000.00","600000.00","4.30","510","70","1","","/uploads/products/image-58.jpg","1.jpg","1","058_bpi-sports-best-creatine-300g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"59","PTS-C09","nutrex-creatine-drive-300g","Nutrex Creatine Drive 300g","4","Creatine","creatine","Creatine nguyên chất 100% không pha tạp","Sản phẩm an toàn và hiệu quả, phù hợp cho mọi đối tượng chơi thể thao cần tăng cường năng lượng bùng nổ tức thì.","400000.00","480000.00","4.40","380","90","1","","/uploads/products/image-59.jpg","1.jpg","1","059_nutrex-creatine-drive-300g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"60","PTS-C10","allmax-creatine-monohydrate-400g","AllMax Nutrition Creatine 400g","4","Creatine","creatine","Creatine siêu vi hạt chuẩn dược phẩm","Sản xuất qua công nghệ vi hạt hóa cấp độ dược phẩm, loại bỏ hoàn toàn tình trạng sạn khi uống, tan cực nhanh trong nước.","490000.00","580000.00","4.60","750","60","1","","/uploads/products/image-60.jpg","1.jpg","1","060_allmax-creatine-monohydrate-400g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"61","PTS-C11","biotechusa-100-creatine-monohydrate-300g","BiotechUSA 100% Creatine Monohydrate 300g","4","Creatine","creatine","Tăng sinh ATP tự nhiên cho cơ bắp","Sản phẩm tinh khiết từ Châu Âu giúp cải thiện hiệu suất các bài tập ngắn hạn, cường độ cao như cử tạ, chạy nước rút.","350000.00","420000.00","4.50","620","120","1","","/uploads/products/image-61.jpg","1.jpg","1","061_biotechusa-100-creatine-monohydrate-300g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"62","PTS-C12","scitec-100-creatine-monohydrate-300g","Scitec Nutrition 100% Creatine 300g","4","Creatine","creatine","Hỗ trợ phồng cơ, giữ nước nội bào","Creatine từ Scitec luôn nổi tiếng về chất lượng, giúp cơ bắp trông to và săn chắc hơn nhờ cơ chế hydrat hóa tế bào.","380000.00","450000.00","4.40","490","80","1","","/uploads/products/image-62.jpg","1.jpg","1","062_scitec-100-creatine-monohydrate-300g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"63","PTS-C13","kaged-muscle-creatine-hcl-75-serv","Kaged Muscle Creatine HCl 75 Servings","4","Creatine","creatine","Creatine HCl hấp thụ cực mạnh không tích nước dưới da","Dạng Creatine Hydrochloride (HCl) đã được cấp bằng sáng chế, chỉ cần liều lượng nhỏ (1-2g) nhưng hấp thu nhanh hơn Monohydrate gấp nhiều lần.","650000.00","750000.00","4.80","880","50","1","","/uploads/products/image-63.jpg","1.jpg","1","063_kaged-muscle-creatine-hcl-75-serv","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"64","PTS-C14","rsp-creatine-monohydrate-500g","RSP Nutrition Creatine Monohydrate 500g","4","Creatine","creatine","Giải pháp phục hồi siêu tốc sau buổi tập","Giảm thiểu đau nhức cơ bắp và hỗ trợ phát triển mô cơ mới hiệu quả. Không mùi, không vị, dễ uống.","460000.00","550000.00","4.30","310","60","1","","/uploads/products/image-64.jpg","1.jpg","1","064_rsp-creatine-monohydrate-500g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"
"65","PTS-C15","pvl-100-pure-creatine-300g","PVL 100% Pure Creatine 300g","4","Creatine","creatine","Creatine tinh khiết đã qua kiểm định Informed-Choice","Đảm bảo 100% không chứa chất cấm trong thể thao. Tăng cường khối lượng cơ nạc và sức mạnh tổng thể đáng kể.","430000.00","500000.00","4.50","450","70","1","","/uploads/products/image-65.jpg","1.jpg","1","065_pvl-100-pure-creatine-300g","1.jpg","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)","Fri Jun 12 2026 18:02:55 GMT+0700 (GMT+07:00)"